"Joint
Number
",wheel,type,WT,"ID/
OD
",hours,minutes,degrees,DTDC,depth,length,width
884,33380.133,MLOS,0.25,E,5,55,177.5,177.5,18,0.9,3.7
888,33415.533,MLOS,0.25,E,5,35,167.5,167.5,21,1,1.11
888,33415.883,MLOS,0.25,E,6,30,195,-165,20,0.6,0.7
888,33416.733,MLOS,0.25,E,5,40,170,170,19,0.6,0.7
888,33417.85,MLOS,0.25,E,5,45,172.5,172.5,22,0.4,0.6
889,33425.233,MLOS,0.25,E,5,50,175,175,29,2.2,1.52
890,33468.1,MLOS,0.25,E,6,30,195,-165,23,0.4,0.6
890,33471.467,MLOS,0.25,E,4,55,147.5,147.5,18,1.3,1.27
890,33471.975,MLOS,0.25,E,6,40,200,-160,26,3.5,2.18
890,33472.708,MLOS,0.25,E,5,20,160,160,26,4.7,2.53
890,33472.967,MLOS,0.25,E,6,35,197.5,-162.5,19,0.6,0.7
890,33476.617,MLOS,0.25,E,6,5,182.5,-177.5,18,1,1
890,33484.35,MLOS,0.25,E,3,50,115,115,19,0.5,0.7
890,33484.917,MLOS,0.25,E,6,30,195,-165,18,1,1.2
890,33485.4,MLOS,0.25,E,6,50,205,-155,23,0.4,0.6
890,33485.5,MLOS,0.25,E,7,45,232.5,-127.5,20,0.3,0.6
890,33485.825,MLOS,0.25,E,7,20,220,-140,37,1.3,3.39
890,33486.017,MLOS,0.25,E,6,50,205,-155,20,0.6,0.7
900,33945.9,MLOS,0.25,E,12,50,25,25,24,0.5,0.5
908,34329,MLOS,0.25,E,6,0,180,180,19,3.6,2.13
913,34574.35,MLOS,0.25,U,6,30,195,-165,26,0.4,1.2
931,35443.192,MLOS,0.25,E,1,10,35,35,27,0.4,0.6
943,35921.95,MLOS,0.25,U,6,30,195,-165,36,0.4,1.2
943,35946.35,MLOS,0.25,E,3,50,115,115,21,0.3,0.6
946,36056.808,MLOS,0.25,U,5,50,175,175,27,0.4,0.5
947,36113.742,MLOS,0.25,E,7,50,235,-125,25,1.3,1.2
953,36438.65,MLOS,0.25,E,1,15,37.5,37.5,31,1.1,1.3
953,36446.983,MLOS,0.25,E,7,10,215,-145,18,0.9,1
955,36499.717,MLOS,0.25,U,2,50,85,85,29,0.3,0.5
957,36636.825,MLOS,0.25,E,5,25,162.5,162.5,20,0.4,0.6
967,37117.675,MLOS,0.25,E,5,40,170,170,20,0.5,0.6
970,37258.233,MLOS,0.25,E,6,30,195,-165,21,0.9,0.5
974,37459.925,MLOS,0.25,E,4,10,125,125,20,1.1,1.3
985,38005.125,MLOS,0.25,E,1,50,55,55,24,1,0.91
985,38025.6,MLOS,0.25,E,2,0,60,60,25,1.7,0.76
1004,38913.867,MLOS,0.25,U,6,10,185,-175,38,0.4,0.5
1010,39173.108,MLOS,0.25,E,6,10,185,-175,18,1.4,2.5
1033,39617.525,MLOS,0.25,E,8,25,252.5,-107.5,21,2.1,1.5
1037,39801.508,MLOS,0.25,E,2,10,65,65,20,0.9,0.86
1041,39982.692,MLOS,0.25,U,6,10,185,-175,25,0.7,1.7
1044,40133.925,MLOS,0.25,U,6,35,197.5,-162.5,38,0.4,1
1046,40276.125,MLOS,0.25,E,6,10,185,-175,27,1.4,1.52
1055,40730.783,MLOS,0.25,E,11,35,347.5,-12.5,20,0.7,0.7
1060,40961.817,MLOS,0.25,E,6,0,180,180,19,0.6,1
1068,41353.25,MLOS,0.25,E,12,25,12.5,12.5,25,1.2,1.77
1081,41978.358,MLOS,0.25,U,6,15,187.5,-172.5,28,0.4,1
1092,42576.633,MLOS,0.25,I,8,50,265,-95,26,0.9,1.2
1100,42934.092,MLOS,0.25,E,5,0,150,150,18,0.8,1
1110,43334.567,MLOS,0.25,E,4,50,145,145,19,0.3,0.6
1120,43829.017,MLOS,0.25,U,5,50,175,175,29,0.4,0.8
1122,43921.625,MLOS,0.25,U,6,20,190,-170,24,0.5,0.5
1128,44255.133,MLOS,0.25,E,5,20,160,160,21,0.4,0.5
1137,44629.2,MLOS,0.25,E,10,55,327.5,-32.5,18,0.8,1
1138,44654.467,MLOS,0.25,E,1,35,47.5,47.5,18,1.4,1.27
1138,44659.1,MLOS,0.25,E,9,5,272.5,-87.5,28,1.2,1.6
1138,44659.65,MLOS,0.25,E,9,35,287.5,-72.5,29,3.4,2.89
1144,44975.642,MLOS,0.25,E,5,35,167.5,167.5,18,1.3,2.79
1149,45211.425,MLOS,0.25,I,4,15,127.5,127.5,28,0.9,0.8
1151,45288.367,MLOS,0.25,U,6,20,190,-170,39,0.5,0.8
1154,45474.917,MLOS,0.25,E,6,25,192.5,-167.5,20,1.6,0.76
1154,45477.508,MLOS,0.25,E,5,40,170,170,21,3,1.42
1154,45477.867,MLOS,0.25,E,5,40,170,170,22,2.7,1.16
1154,45478.008,MLOS,0.25,E,5,40,170,170,24,2.4,1.47
1155,45503.783,MLOS,0.25,E,6,55,207.5,-152.5,18,1,1.01
1155,45504.067,MLOS,0.25,E,6,10,185,-175,25,1.7,2.03
1155,45506.433,MLOS,0.25,E,6,0,180,180,18,0.8,1
1155,45537.617,MLOS,0.25,E,5,35,167.5,167.5,21,1.5,3.04
1155,45538.267,MLOS,0.25,E,6,50,205,-155,22,0.4,0.7
1155,45538.417,MLOS,0.25,E,6,10,185,-175,18,1.2,1.87
1156,45545.758,MLOS,0.25,E,6,45,202.5,-157.5,19,0.7,2.28
1156,45545.925,MLOS,0.25,E,7,10,215,-145,20,0.5,0.6
1156,45546.25,MLOS,0.25,E,7,10,215,-145,21,0.3,0.6
1156,45546.475,MLOS,0.25,E,6,45,202.5,-157.5,21,0.4,0.7
1156,45546.783,MLOS,0.25,E,7,0,210,-150,18,0.4,0.7
1159,45731.717,MLOS,0.25,E,7,25,222.5,-137.5,23,0.9,0.5
1161,45791.133,MLOS,0.25,U,6,25,192.5,-167.5,26,0.5,1.3
1169,46214.1,MLOS,0.25,E,6,45,202.5,-157.5,18,0.4,0.7
1170,46219.967,MLOS,0.25,E,6,45,202.5,-157.5,19,0.5,0.7
1170,46263,MLOS,0.25,E,5,30,165,165,22,1.5,3.7
1171,46304.808,MLOS,0.25,E,7,5,212.5,-147.5,26,0.4,0.5
1181,46768.575,MLOS,0.25,E,5,0,150,150,19,0.8,1.2
1181,46799.267,MLOS,0.25,E,5,15,157.5,157.5,20,0.5,0.7
1183,46866.325,MLOS,0.25,E,3,50,115,115,22,0.4,0.6
1184,46914.083,MLOS,0.25,E,7,0,210,-150,19,1.5,1.52
1184,46915.433,MLOS,0.25,E,6,25,192.5,-167.5,18,0.4,0.7
1184,46917.783,MLOS,0.25,E,10,25,312.5,-47.5,21,1.2,4.41
1184,46962.725,MLOS,0.25,E,4,55,147.5,147.5,27,1.6,1.42
1185,46966.15,MLOS,0.25,E,6,25,192.5,-167.5,18,0.5,1.1
1185,46967.117,MLOS,0.25,E,6,20,190,-170,18,1.4,2.28
1185,46972.45,MLOS,0.25,E,6,30,195,-165,22,1.8,1.42
1185,46972.767,MLOS,0.25,E,5,0,150,150,24,0.4,0.6
1185,46973.633,MLOS,0.25,E,6,45,202.5,-157.5,19,0.8,1
1185,46988.317,MLOS,0.25,E,4,40,140,140,28,1.1,1.2
1185,46988.533,MLOS,0.25,E,7,5,212.5,-147.5,19,0.5,0.7
1188,47110.067,MLOS,0.25,E,6,40,200,-160,18,0.9,1
1188,47150.758,MLOS,0.25,E,6,50,205,-155,18,0.9,1
1201,47717.567,MLOS,0.25,E,6,25,192.5,-167.5,19,0.7,1.1
1201,47717.875,MLOS,0.25,E,6,25,192.5,-167.5,33,3.1,2.79
1201,47718.467,MLOS,0.25,E,5,55,177.5,177.5,21,1.4,0.76
1201,47719.65,MLOS,0.25,E,6,40,200,-160,18,0.6,1.1
1222,48454.975,MLOS,0.25,U,5,45,172.5,172.5,26,0.3,0.5
1223,48507.558,MLOS,0.25,E,8,40,260,-100,19,0.7,1
1223,48507.717,MLOS,0.25,E,7,5,212.5,-147.5,39,5.9,7.95
1223,48508.042,MLOS,0.25,E,7,20,220,-140,20,0.7,0.7
1223,48508.183,MLOS,0.25,E,7,0,210,-150,29,0.5,0.8
1223,48547.967,MLOS,0.25,E,6,0,180,180,19,0.9,2.53
1244,49315.808,MLOS,0.25,E,3,5,92.5,92.5,19,0.6,3.8
1247,49415.033,MLOS,0.25,E,4,30,135,135,59,0.6,0.7
1247,49415.35,MLOS,0.25,U,5,55,177.5,177.5,39,0.4,0.5
1248,49425.1,MLOS,0.25,E,5,20,160,160,22,1.3,2.2
1248,49425.267,MLOS,0.25,E,5,0,150,150,23,0.6,0.8
1248,49425.45,MLOS,0.25,E,5,20,160,160,23,0.6,1.3
1255,49700.767,MLOS,0.25,E,11,30,345,-15,23,0.5,0.6
1260,49865.133,MLOS,0.25,E,11,30,345,-15,19,0.6,1.1
1265,50039.25,MLOS,0.25,E,12,30,15,15,20,1.7,1.11
1267,50123.4,MLOS,0.25,E,6,5,182.5,-177.5,27,0.6,0.7
1268,50158.567,MLOS,0.25,U,6,10,185,-175,25,0.6,1.6
1268,50172.4,MLOS,0.25,E,4,55,147.5,147.5,32,0.9,0.7
1269,50212.117,MLOS,0.25,E,10,35,317.5,-42.5,20,3.9,6.48
1269,50224.4,MLOS,0.25,E,10,20,310,-50,18,0.5,0.7
1285,51007.1,MLOS,0.25,E,12,55,27.5,27.5,19,0.5,0.6
1289,51206.783,MLOS,0.25,E,2,45,82.5,82.5,21,0.8,0.7
1312,52262.383,MLOS,0.25,E,11,30,345,-15,18,0.5,0.6
1315,52404.067,MLOS,0.25,E,11,40,350,-10,19,1.5,2.03
1317,52543.633,MLOS,0.25,E,11,55,357.5,-2.5,25,0.8,0.7
1317,52543.95,MLOS,0.25,E,11,50,355,-5,24,0.8,0.8
1318,52554.017,MLOS,0.25,E,11,25,342.5,-17.5,29,0.9,0.7
1318,52555.233,MLOS,0.25,E,11,20,340,-20,19,0.8,1
1318,52556.283,MLOS,0.25,E,11,35,347.5,-12.5,19,0.6,0.8
1318,52556.617,MLOS,0.25,E,11,35,347.5,-12.5,24,0.7,0.8
1318,52557.083,MLOS,0.25,E,11,30,345,-15,26,0.8,1.1
1318,52557.733,MLOS,0.25,E,11,40,350,-10,19,1.2,1.2
1328,53096.083,MLOS,0.25,E,2,0,60,60,20,1.5,2
1332,53281.867,MLOS,0.25,E,12,0,0,0,25,0.6,0.6
1339,53602.15,MLOS,0.25,E,6,10,185,-175,25,0.5,0.7
1348,54112.033,MLOS,0.25,E,7,20,220,-140,21,0.5,0.8
1367,55039.55,MLOS,0.25,E,5,55,177.5,177.5,18,0.6,0.8
1369,55141.55,MLOS,0.25,E,4,10,125,125,24,1.3,1.5
1375,55436.617,MLOS,0.25,E,11,20,340,-20,22,1.8,1.1
1404,56800.925,MLOS,0.25,E,5,50,175,175,24,0.5,0.8
1412,57187.667,MLOS,0.25,U,7,20,220,-140,41,0.4,0.8
1414,57322.792,MLOS,0.25,E,5,30,165,165,21,0.7,0.8
1414,57325.15,MLOS,0.25,E,5,35,167.5,167.5,18,1.8,2.13
1418,57371.492,MLOS,0.25,E,4,40,140,140,27,2.7,4.66
1418,57371.725,MLOS,0.25,E,4,50,145,145,18,0.4,0.6
1419,57427.942,MLOS,0.25,I,8,5,242.5,-117.5,19,1.9,2.2
1431,57914.658,MLOS,0.25,E,6,20,190,-170,50,1,1
1431,57915.35,MLOS,0.25,E,5,40,170,170,25,2.5,1.37
1432,57946.017,MLOS,0.25,E,2,45,82.5,82.5,26,1.5,1.6
1432,57946.925,MLOS,0.25,E,3,15,97.5,97.5,21,1.4,2
1432,57949.675,MLOS,0.25,E,5,0,150,150,39,1.7,1.52
1432,57951.067,MLOS,0.25,E,6,40,200,-160,19,3.3,4.56
1434,58088.483,MLOS,0.25,E,6,0,180,180,19,0.7,0.8
1450,58753.392,MLOS,0.25,E,11,30,345,-15,20,1.4,0.8
1478,60031.542,MLOS,0.25,U,6,20,190,-170,29,0.5,1
1496,60976.525,MLOS,0.25,E,4,35,137.5,137.5,19,0.6,0.7
1500,61126.917,MLOS,0.25,E,11,45,352.5,-7.5,19,0.7,1
1505,61333.667,MLOS,0.25,E,3,45,112.5,112.5,19,0.3,0.7
1505,61334.083,MLOS,0.25,E,3,55,117.5,117.5,23,1.6,3.29
1505,61337.233,MLOS,0.25,E,4,40,140,140,18,0.6,0.7
1505,61337.583,MLOS,0.25,E,4,20,130,130,18,0.3,0.6
1505,61337.8,MLOS,0.25,E,4,20,130,130,18,0.6,0.6
1505,61337.833,MLOS,0.25,E,3,25,102.5,102.5,20,1.8,1.01
1505,61375.308,MLOS,0.25,E,4,40,140,140,21,0.3,0.5
1505,61375.55,MLOS,0.25,E,5,30,165,165,20,0.5,0.7
1506,61411.35,MLOS,0.25,E,10,25,312.5,-47.5,19,0.4,0.7
1506,61420.625,MLOS,0.25,E,3,5,92.5,92.5,19,0.5,0.7
1506,61423.875,MLOS,0.25,E,2,40,80,80,18,2.2,2.68
1535,62415.617,MLOS,0.25,E,7,45,232.5,-127.5,18,0.6,0.7
1537,62477.017,MLOS,0.25,E,10,30,315,-45,27,0.8,1
1560,63416.833,MLOS,0.25,E,1,55,57.5,57.5,21,0.6,0.6
1565,63696.75,MLOS,0.25,E,1,45,52.5,52.5,18,0.3,0.5
1577,64100.017,MLOS,0.25,E,11,40,350,-10,27,0.9,0.8
1579,64158.25,MLOS,0.25,E,12,35,17.5,17.5,28,0.6,0.8
1587,64593.55,MLOS,0.25,I,4,40,140,140,20,1.6,1.1
1622,65817.883,MLOS,0.25,E,10,55,327.5,-32.5,19,2,1.77
1644,66474.4,MLOS,0.25,E,4,35,137.5,137.5,19,0.9,1.3
1644,66480.033,MLOS,0.25,E,2,25,72.5,72.5,56,0.8,0.7
1644,66488.55,MLOS,0.25,E,2,50,85,85,20,2.1,3.95
1644,66490.767,MLOS,0.25,E,2,40,80,80,18,4.7,3.7
1644,66491.467,MLOS,0.25,E,2,35,77.5,77.5,18,1.3,2.89
1644,66492.1,MLOS,0.25,E,4,0,120,120,26,3.8,3.04
1644,66494.333,MLOS,0.25,E,2,25,72.5,72.5,18,1.4,1.1
1644,66497.283,MLOS,0.25,E,2,50,85,85,22,2.4,3.7
1644,66500.433,MLOS,0.25,E,4,35,137.5,137.5,18,0.5,0.8
1645,66549.467,MLOS,0.25,E,3,35,107.5,107.5,19,1.5,1.67
1647,66623.05,MLOS,0.25,E,5,40,170,170,21,1.1,1.11
1647,66623.4,MLOS,0.25,E,10,45,322.5,-37.5,18,1.4,1.27
1647,66624.75,MLOS,0.25,E,7,20,220,-140,22,4.2,6.84
1647,66651.808,MLOS,0.25,E,10,50,325,-35,27,0.4,0.6
1647,66654.758,MLOS,0.25,E,10,45,322.5,-37.5,32,0.9,0.8
1647,66660.8,MLOS,0.25,E,6,30,195,-165,28,4,2.18
1647,66661.217,MLOS,0.25,E,5,25,162.5,162.5,22,1,3.44
1648,66689.6,MLOS,0.25,E,6,30,195,-165,18,1.8,1.62
1648,66690.233,MLOS,0.25,E,6,40,200,-160,20,0.6,0.6
1649,66741.483,MLOS,0.25,E,5,40,170,170,22,2.9,7.34
1649,66742.583,MLOS,0.25,E,2,45,82.5,82.5,25,2.1,4.86
1649,66742.817,MLOS,0.25,E,8,40,260,-100,22,0.6,1
1649,66751.883,MLOS,0.25,E,4,45,142.5,142.5,18,0.5,0.7
1649,66752.917,MLOS,0.25,E,5,45,172.5,172.5,22,3.2,4.91
