Item No.,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
10368,223550.36,24.57,90,Ext,9,1.077,1.257,24
10376,223666.89,1.2,97.25,Ext,10,0.392,1.179,24
10377,223669.94,4.26,78.75,Ext,18,0.587,1.048,24
10425,225183.36,30.11,114,Ext,11,2.642,6.415,24
10439,225606.33,16.57,98.75,Ext,10,4.305,3.744,24
10440,225609.54,19.78,82.5,Ext,17,0.392,1.362,24
10445,225731.19,1.01,14.25,Ext,14,0.783,1.728,24
10446,225739.57,9.39,103.5,Ext,11,0.881,3.142,24
10447,225762.63,32.45,94.25,Ext,9,0.685,1.571,24
10455,225971.58,20.99,83,Ext,11,0.392,1.231,24
10460,226119.87,10.34,88.75,Ext,8,0.392,1.205,24
10462,226170.7,21.44,101.25,Ext,5,7.337,5.341,24
10466,226249.4,2.15,102.25,Ext,9,0.587,1.388,24
10468,226306.09,39.61,115,Ext,8,1.468,4.687,24
10470,226319.77,13.53,91.75,Ext,10,0.392,0.943,24
10471,226319.91,13.67,95.5,Ext,13,1.761,1.912,24
10472,226324.53,18.29,87,Ext,5,1.077,2.121,24
10473,226327.86,21.62,92,Ext,10,0.392,0.786,24
10474,226330.92,24.68,84.5,Ext,7,1.566,2.147,24
10478,226425.69,0.63,99.5,Ext,10,1.761,1.702,24
10479,226428.09,3.03,85,Ext,15,0.392,0.995,24
10480,226428.5,3.44,87.5,Ext,13,2.446,3.927,24
10481,226428.55,3.49,98.75,Ext,9,0.587,1.257,24
10487,226623.76,35.8,82,Ext,13,0.392,0.812,24
10498,226966.59,1.33,13.75,Ext,13,0.392,0.995,24
10503,227140.63,16.46,90,Ext,14,7.63,12.331,24
10504,227141.87,17.7,78.75,Ext,25,6.652,5.394,24
10505,227142.81,18.64,89.5,Ext,12,1.077,2.331,24
10506,227143.05,18.88,90.75,Ext,14,0.392,0.943,24
10507,227143.2,19.03,77.75,Ext,10,7.728,7.069,24
10508,227144.1,19.93,88.25,Ext,21,0.392,1.309,24
10509,227144.43,20.26,99,Ext,12,0.392,1.205,24
10510,227144.95,20.78,80.75,Ext,12,0.392,0.838,24
10511,227146.76,22.59,84,Ext,8,0.392,1.126,24
10512,227148.9,24.73,77.75,Ext,15,0.392,1.1,24
10513,227149.42,25.25,96.5,Ext,13,1.566,4.713,24
10514,227150.25,26.08,85.75,Ext,12,2.348,3.299,24
10516,227180.46,16.63,96.25,Ext,13,1.077,1.938,24
10518,227216.91,33.24,78.75,Ext,37,2.153,3.221,24
10519,227218.22,34.54,80,Ext,8,2.153,2.933,24
10520,227218.79,35.11,105.75,Ext,19,3.131,2.121,24
10521,227219.7,36.02,101.25,Ext,12,8.413,3.849,24
10522,227220.55,36.87,73.25,Ext,22,3.229,3.666,24
10523,227222.87,39.19,85.75,Ext,19,0.392,0.76,24
10524,227223,39.32,73.25,Ext,15,0.392,0.943,24
10525,227223.23,39.55,87,Ext,15,0.49,1.074,24
10527,227226.42,2.98,84,Ext,11,1.272,0.943,24
10528,227226.43,2.98,77.75,Ext,15,0.392,1.283,24
10529,227231.26,7.82,103.75,Ext,7,0.685,1.912,24
10530,227232.54,9.1,98.25,Ext,6,0.392,1.571,24
10531,227233.93,10.48,78.25,Ext,22,0.392,0.917,24
10532,227240.31,16.87,84.5,Ext,18,0.685,1.414,24
10533,227241.75,18.31,80,Ext,15,0.587,1.571,24
10534,227244.25,20.8,88.75,Ext,26,2.739,6.388,24
10535,227247.38,23.94,88.25,Ext,21,0.294,1.048,24
10537,227291.02,27.81,83,Ext,13,0.392,1.257,24
10538,227294.91,31.7,88.75,Ext,17,0.392,0.943,24
10539,227299.41,36.2,101,Ext,21,0.392,1.283,24
10541,227304.36,1.39,82.25,Ext,12,0.587,1.624,24
10542,227304.54,1.57,96.75,Ext,19,1.761,2.959,24
10543,227309.88,6.91,82.5,Ext,11,0.392,1.152,24
10544,227317.11,14.13,82.5,Ext,15,0.979,3.797,24
10545,227320.39,17.41,76.75,Ext,38,4.696,6.022,24
10546,227322.08,19.1,75,Ext,12,2.544,9.006,24
10547,227323.19,20.22,78.75,Ext,27,2.837,3.98,24
10549,227346.61,3.93,92.25,Ext,14,0.392,1.048,24
10550,227359.99,17.32,90.25,Ext,12,0.49,0.943,24
10551,227362.56,19.88,99.5,Ext,11,0.392,0.812,24
10552,227363.21,20.54,105,Ext,10,0.392,1.022,24
10553,227368.45,25.78,117,Ext,7,0.392,1.152,24
10554,227368.78,26.1,115.75,Ext,12,0.392,1.152,24
10555,227376.47,33.8,88.25,Ext,20,0.685,1.885,24
10556,227378.57,35.89,90,Ext,15,0.587,1.519,24
10557,227378.91,36.24,85.75,Ext,9,0.392,1.597,24
10558,227380.85,38.18,79,Ext,15,0.587,0.943,24
10560,227383.7,1.26,93.25,Ext,26,0.587,1.126,24
10561,227409.39,26.95,101.5,Ext,10,0.392,1.022,24
10562,227410.43,27.99,101.5,Ext,14,0.392,0.838,24
10563,227412.59,30.15,98.5,Ext,12,2.544,2.383,24
10564,227413.26,30.82,93.5,Ext,15,0.392,0.838,24
10565,227418.02,35.58,97.25,Ext,21,0.587,1.022,24
10567,227423.53,1.31,90.5,Ext,17,0.392,0.891,24
10569,227467.18,5.17,89,Ext,19,0.392,0.891,24
10570,227480.26,18.25,101.5,Ext,12,0.392,0.812,24
10571,227483.37,21.36,104.5,Ext,14,0.392,1.048,24
10572,227490.92,28.92,90,Ext,19,0.392,0.707,24
10574,227504.2,2.45,99.5,Ext,13,0.49,1.362,24
10575,227504.81,3.07,94.5,Ext,14,0.587,0.943,24
10576,227505.64,3.89,90.25,Ext,19,0.587,0.891,24
10577,227506.33,4.58,92.75,Ext,19,0.587,0.943,24
10578,227506.51,4.76,99,Ext,29,1.37,5.655,24
10579,227508.88,7.13,104.75,Ext,13,0.587,1.257,24
10580,227512.71,10.97,93.5,Ext,17,0.392,0.838,24
10581,227531.12,29.37,106.5,Ext,17,0.392,0.734,24
10583,227552.91,11.36,120,Ext,10,0.392,0.943,24
10584,227553.38,11.84,124.25,Ext,7,0.587,1.231,24
10585,227554.03,12.49,116.25,Ext,10,0.587,1.283,24
10586,227565.9,24.35,89.75,Ext,22,0.392,1.048,24
10587,227570.97,29.42,92.25,Ext,12,0.392,0.891,24
10588,227571.27,29.72,92.25,Ext,16,0.587,1.048,24
10589,227572.28,30.73,82.75,Ext,25,0.587,0.969,24
10590,227574.21,32.66,96.75,Ext,19,0.392,0.812,24
10591,227574.59,33.04,89.75,Ext,9,0.392,1.179,24
10592,227574.59,33.05,83,Ext,9,0.587,1.048,24
10593,227574.81,33.27,89.75,Ext,25,1.272,4.137,24
10596,227623.68,2.59,105.5,Ext,16,1.957,1.571,24
10597,227623.82,2.72,105.5,Ext,12,0.49,0.995,24
10608,227962.92,5.26,63,Ext,18,0.392,0.838,24
10609,227990.94,33.28,81.25,Ext,10,0.587,1.336,24
10612,228054.82,17.81,115.25,Ext,27,0.685,1.205,24
10620,228294.46,37.99,1.25,Ext,34,0.587,1.388,24
10634,228727.4,11.84,0,Ext,9,0.392,1.048,24
10635,228731.12,15.56,11.5,Ext,11,0.392,0.891,24
10636,228736.33,20.77,5.25,Ext,11,0.392,0.838,24
10637,228738.18,22.62,110.75,Ext,13,1.566,2.697,24
10638,228745.36,29.8,106.5,Ext,13,1.566,2.933,24
10639,228746.3,30.73,146.5,Ext,26,0.587,0.943,24
10640,228749.52,33.95,146.5,Ext,14,1.957,3.43,24
10641,228749.53,33.97,130.25,Ext,23,0.392,1.022,24
10642,228751.06,35.49,11.75,Ext,7,0.49,1.283,24
10643,228751.32,35.75,164.75,Ext,10,0.587,1.126,24
10644,228751.51,35.95,9.75,Ext,16,1.663,2.488,24
10645,228751.91,36.35,10,Ext,8,0.587,1.414,24
10654,228983.34,36.29,83.25,Ext,10,0.587,1.126,24
10668,229339.78,36.2,79.75,Ext,20,5.185,11.31,24
10669,229340.21,36.63,84.75,Ext,13,1.37,9.504,24
10670,229340.54,36.96,78,Ext,32,3.424,16.86,24
10680,229680.49,38.63,118.5,Ext,17,0.587,1.048,24
10681,229681.28,39.42,68.5,Ext,18,0.392,1.048,24
10683,229701.31,19.67,68.25,Ext,19,0.392,0.629,24
10684,229701.45,19.81,78.25,Ext,17,0.392,0.864,24
10685,229702.1,20.46,89,Ext,24,0.392,0.838,24
10686,229707.39,25.75,99.5,Ext,12,0.587,1.467,24
10688,229713.73,0.39,136,Ext,10,0.881,4.006,24
10690,229727.36,8.13,72,Ext,14,0.49,0.838,24
10691,229740.81,21.58,85.75,Ext,10,0.392,0.734,24
10693,229761.43,2.5,88.5,Ext,21,0.392,1.1,24
10696,229861.16,22.73,16.25,Ext,10,0.49,1.519,24
10698,229908.78,30.61,78.75,Ext,15,0.392,0.891,24
10700,229944.84,26.94,71.25,Ext,8,0.587,1.938,24
10701,229945,27.1,90,Ext,11,0.685,2.226,24
10702,229954.59,36.69,75,Ext,12,0.392,0.734,24
10704,229969.21,11.55,84.25,Ext,17,0.392,0.969,24
10705,229995.2,37.55,99.75,Ext,10,0.979,3.142,24
10707,230021.55,24.15,72.5,Ext,10,0.979,2.671,24
10709,230057.49,20.35,103.75,Ext,10,0.392,0.786,24
10710,230058.34,21.2,107.5,Ext,12,0.587,0.995,24
10712,230099.98,23.09,79.25,Ext,10,0.392,1.1,24
10713,230100.59,23.7,88,Ext,13,0.587,1.022,24
10714,230106.96,30.07,86.25,Ext,5,0.392,1.074,24
10715,230115.62,38.73,93,Ext,15,0.392,1.231,24
10716,230116.2,39.31,96.25,Ext,20,0.392,0.891,24
10717,230116.34,39.46,81.25,Ext,20,0.685,1.964,24
10719,230116.77,0.38,78,Ext,20,0.685,2.776,24
10720,230119.7,3.31,103.5,Ext,24,17.217,14.871,24
10721,230126.03,9.64,84.75,Ext,10,0.392,1.309,24
10722,230126.54,10.15,83.5,Ext,19,2.153,0.995,24
10723,230135.43,19.04,77.5,Ext,18,0.392,1.309,24
10724,230140.3,23.91,85,Ext,12,0.587,0.681,24
10725,230150.67,34.28,82.5,Ext,26,3.718,5.341,24
10726,230153.62,37.23,78.25,Ext,15,1.468,1.545,24
10728,230160.27,4.07,76.25,Ext,8,0.392,1.414,24
10729,230192.82,36.62,83,Ext,11,0.392,1.257,24
10730,230193.53,37.33,96.25,Ext,9,0.392,0.838,24
10731,230194.22,38.01,101.75,Ext,10,0.392,1.022,24
10733,230202.34,6.42,99.25,Ext,8,0.587,1.126,24
10734,230202.98,7.06,101.25,Ext,8,0.392,0.995,24
10735,230216.65,20.73,88.75,Ext,14,0.392,1.126,24
10736,230218.24,22.32,101.25,Ext,10,0.392,1.048,24
10737,230219.13,23.21,102.5,Ext,12,0.392,0.864,24
10738,230219.97,24.05,88,Ext,11,0.392,0.969,24
10740,230266.94,31.25,73.75,Ext,11,0.587,0.891,24
10742,230277.06,1.6,90.5,Ext,21,0.392,0.917,24
10743,230288.5,13.04,74.5,Ext,17,0.392,0.943,24
10744,230297.94,22.48,79.5,Ext,17,0.392,0.995,24
10745,230300.65,25.2,84.5,Ext,15,0.392,1.257,24
10746,230304.1,28.65,83.75,Ext,18,0.392,1.048,24
10747,230305.35,29.89,73.75,Ext,19,0.392,0.995,24
10748,230310.96,35.5,80.75,Ext,15,0.392,0.76,24
10750,230345.34,30.16,71.5,Ext,12,2.837,4.032,24
10751,230345.51,30.33,77.25,Ext,11,3.718,7.174,24
10752,230347.2,32.02,142.75,Ext,14,0.392,1.022,24
10753,230347.53,32.36,74.75,Ext,12,5.87,5.027,24
10754,230348.24,33.06,79,Ext,15,1.566,1.388,24
10755,230348.51,33.33,76,Ext,8,0.392,1.283,24
10756,230348.65,33.47,66.5,Ext,8,0.587,1.362,24
10757,230349.66,34.48,73.25,Ext,14,1.174,1.676,24
10758,230350,34.82,69.5,Ext,13,1.174,1.126,24
10759,230350.73,35.55,74.5,Ext,10,8.217,6.388,24
10760,230351.87,36.69,72.75,Ext,25,11.935,9.347,24
10761,230352.4,37.22,103.5,Ext,14,0.587,0.786,24
10762,230353.55,38.37,71.75,Ext,16,0.392,0.812,24
10763,230353.88,38.7,74.75,Ext,7,0.392,1.257,24
10764,230354.43,39.25,84,Ext,12,0.587,1.048,24
10765,230354.75,39.57,74,Ext,15,0.783,3.718,24
10767,230355.12,0.25,75.25,Ext,13,0.49,0.891,24
10768,230356.55,1.67,75.25,Ext,8,0.392,1.65,24
10769,230356.8,1.92,74,Ext,15,0.392,0.995,24
10770,230357.48,2.6,72.5,Ext,10,0.392,1.074,24
10771,230358.89,4.01,69.25,Ext,12,8.511,7.069,24
10772,230361.45,6.57,74.25,Ext,13,11.348,10.211,24
10773,230367.21,12.33,88,Ext,17,0.392,0.864,24
10774,230392.25,37.37,76.25,Ext,8,0.392,1.283,24
10775,230392.99,38.11,96.25,Ext,8,0.392,1.074,24
10785,230719.07,7.95,91.75,Ext,7,0.392,1.126,24
10786,230719.22,8.1,88,Ext,11,0.392,0.812,24
10788,230754.01,3.25,71.5,Ext,12,0.392,1.1,24
10789,230754.4,3.64,97.75,Ext,8,7.728,2.304,24
10790,230755.11,4.35,97.75,Ext,5,7.826,2.854,24
10794,230892.08,22.01,95.5,Ext,8,1.761,2.88,24
10795,230894.18,24.11,84.25,Ext,9,2.348,2.043,24
10796,230895.39,25.32,93,Ext,5,0.587,1.519,24
10812,231389.3,7.83,92.75,Ext,5,2.544,2.88,24
10816,231520.85,20.15,84.75,Ext,12,0.392,0.917,24
10827,231632.26,31.43,96.5,Ext,15,0.392,1.126,24
10828,231633.25,32.41,97.75,Ext,9,1.37,2.409,24
10829,231634.57,33.73,93.5,Ext,7,0.587,1.205,24
10830,231635.35,34.52,8.5,Ext,13,4.207,3.142,24
10833,231665.5,5.57,60,Ext,6,0.783,2.854,24
10834,231666.97,7.04,74.5,Ext,6,0.392,1.545,24
10836,231707.11,7.43,70,Ext,15,0.685,1.885,24
10837,231707.83,8.14,106.5,Ext,16,0.392,0.864,24
10838,231707.98,8.3,87.75,Ext,11,0.587,0.629,24
10839,231708.05,8.37,79,Ext,16,0.587,0.864,24
10840,231710.39,10.7,91.5,Ext,19,1.566,3.352,24
10841,231711.12,11.44,106.5,Ext,18,1.468,4.713,24
10842,231722.52,22.84,68.75,Ext,16,0.685,0.734,24
10844,231749.38,10.11,11.75,Ext,15,0.587,0.969,24
10845,231772.37,33.11,88.25,Ext,11,3.424,2.435,24
10846,231773.49,34.22,90,Ext,8,3.718,3.482,24
10847,231774.22,34.96,83.25,Ext,17,1.174,5.367,24
10848,231774.49,35.22,78.75,Ext,7,0.783,1.179,24
10849,231775.14,35.88,87,Ext,16,1.174,4.294,24
10850,231775.33,36.06,83.75,Ext,15,1.272,5.053,24
10861,231963.11,4.16,68.25,Ext,12,0.783,0.891,24
10862,231964.64,5.68,68.25,Ext,13,0.49,0.812,24
10863,231973,14.05,87.25,Ext,19,18.489,2.618,24
