joint_no,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
14560,41884.89,6.08,127.5408,Ext,14,0.685,0.995,24
14560,41885.5,6.68,127.5408,Ext,12,1.662,1.074,24
14560,41898.83,20.01,105.0336,Ext,13,1.467,1.1,24
14570,41915.67,16.56,123.7896,Ext,11,2.249,1.65,24
14610,41983.38,3.64,123.7896,Ext,11,0.978,1.257,24
14640,42050.1,9.78,112.536,Ext,16,1.076,0.812,24
14650,42066.85,6.3,142.5456,Ext,17,1.467,0.786,24
14650,42067.12,6.57,138.7944,Ext,10,0.978,1.571,24
14650,42070.34,9.81,63.7704,Ext,17,0.685,0.786,24
14650,42071.01,10.46,63.7704,Ext,10,0.685,1.1,24
14670,42109.29,8.54,112.536,Ext,20,2.346,3.168,24
14740,42242.56,0.83,63.7704,Ext,10,1.955,3.666,24
14740,42242.59,0.84,78.7752,Ext,18,1.369,5.577,24
14740,42243.14,1.33,82.5264,Ext,22,1.564,2.383,24
14800,42362.38,1.82,101.2824,Int,13,0.88,0.917,24
15050,42869.28,5.13,172.5552,Ext,17,1.173,0.812,24
15060,42899.01,14.7,15.0048,Ext,10,1.173,1.1,24
15130,43032.4,7.44,161.3016,Ext,13,1.173,1.336,24
15260,43300.42,13.6,18.756,Ext,16,1.076,0.838,24
15330,43438.93,14.84,67.5216,Ext,18,1.271,7.881,24
15410,43591.65,8.86,127.5408,Ext,10,2.542,7.357,24
15480,43732.63,8.89,63.7704,Ext,14,0.978,1.597,24
15570,43921.57,18.99,90.0288,Ext,11,0.685,0.864,24
15730,44189.41,5.16,157.5504,Ext,24,1.858,1.074,24
15730,44190.94,6.69,161.3016,Ext,17,1.858,1.336,24
15730,44191.16,6.92,157.5504,Ext,25,1.076,0.76,24
15730,44192.44,8.2,157.5504,Ext,34,1.271,1.1,24
15730,44192.85,8.63,157.5504,Ext,17,1.467,1.074,24
15730,44197.88,13.64,157.5504,Ext,16,1.564,1.048,24
15850,44422.99,1.32,161.3016,Ext,25,1.955,1.074,24
15970,44666.05,18.27,56.268,Ext,26,0.88,0.838,24
16170,45067.87,16.85,101.2824,Ext,13,1.369,1.964,24
16910,46519.62,1.55,108.7848,Ext,10,1.271,1.467,24
16910,46522.15,4.08,131.292,Ext,22,1.76,0.995,24
16920,46542.46,4.17,63.7704,Int,23,1.76,0.786,24
17150,47019.32,17.68,45.0144,Int,20,1.76,2.697,24
17160,47041.78,20.02,112.536,Ext,15,0.685,1.1,24
17270,47252.93,11.81,90.0288,Ext,21,2.053,6.31,24
17400,47504.86,12.93,15.0048,Int,10,1.564,2.173,24
17500,47690.45,0.41,86.2776,Ext,20,0.88,0.76,24
17560,47823.3,12.3,78.7752,Ext,13,0.685,1.022,24
17560,47823.65,12.66,82.5264,Ext,11,0.88,1.885,24
17600,47897.41,5.76,48.7656,Int,17,1.662,0.838,24
17700,48105.16,12.07,127.5408,Ext,11,1.662,2.2,24
17700,48105.18,12.09,71.2728,Ext,12,0.782,1.126,24
17700,48107.85,14.75,112.536,Ext,12,0.685,1.1,24
17710,48115.35,2.1,123.7896,Ext,10,1.369,1.755,24
17710,48115.97,2.79,120.0384,Ext,27,2.542,1.048,24
17710,48116.89,3.65,127.5408,Ext,10,1.271,1.467,24
17710,48117.15,3.91,138.7944,Ext,16,0.782,1.152,24
17710,48117.46,4.22,120.0384,Ext,14,0.978,1.179,24
17710,48118.43,4.99,112.536,Ext,20,5.572,8.614,24
17710,48118.87,5.64,112.536,Ext,10,0.685,2.566,24
17710,48118.96,5.7,120.0384,Ext,19,1.271,2.383,24
17710,48118.93,5.7,135.0432,Ext,14,0.978,1.257,24
17710,48119.41,6.17,116.2872,Ext,15,1.467,1.074,24
17710,48119.39,6.19,138.7944,Ext,15,2.053,2.304,24
17710,48119.93,6.68,108.7848,Ext,10,0.978,1.257,24
17710,48120.02,6.83,131.292,Ext,12,2.542,1.309,24
17710,48121.45,8.21,131.292,Ext,25,1.076,0.786,24
17710,48122.48,9.2,127.5408,Ext,15,1.76,2.121,24
17710,48122.91,9.65,112.536,Ext,14,1.369,1.257,24
17710,48129.69,16.45,63.7704,Ext,16,0.88,1.048,24
17720,48136.31,2.98,52.5168,Ext,11,0.782,1.048,24
17730,48157.75,4.62,63.7704,Ext,10,0.978,1.205,24
17730,48157.91,4.77,60.0192,Ext,20,0.685,0.812,24
17730,48159.36,6.17,56.268,Ext,11,1.662,2.069,24
17730,48159.5,6.36,48.7656,Ext,10,1.173,2.173,24
17730,48161.96,8.81,52.5168,Ext,22,2.249,4.477,24
17730,48164.17,11.05,48.7656,Ext,10,1.369,1.545,24
17740,48189.73,16.45,116.2872,Ext,17,0.587,1.022,24
17740,48191.78,18.5,93.78,Ext,25,1.173,0.812,24
17790,48274.18,0.19,105.0336,Ext,31,1.858,1.074,24
17880,48458.43,2.95,146.2968,Ext,17,0.685,0.969,24
17890,48476.27,0.64,56.268,Ext,12,1.271,0.995,24
17960,48636.43,19.8,71.2728,Ext,13,0.88,5.263,24
18160,49034.31,19.82,176.3064,Ext,14,0.782,1.074,24
18160,49034.38,19.89,172.5552,Ext,17,1.076,1.022,24
18230,49175.22,19.67,93.78,Int,13,2.249,3.692,24
18240,49190.45,14.72,18.756,Ext,13,1.858,1.362,24
18260,49235.92,19.87,26.2584,Ext,19,0.88,0.812,24
18360,49418.86,1.65,131.292,Ext,15,0.88,1.074,24
18490,49677.22,0.52,37.512,Ext,14,1.76,2.121,24
18500,49716.53,19.66,78.7752,Ext,13,0.88,1.1,24
18600,49918.07,19.87,180.0576,Ext,17,0.88,0.786,24
18600,49918.09,19.88,120.0384,Ext,17,0.88,0.786,24
18690,50052.21,1.86,78.7752,Ext,23,2.151,4.739,24
18740,50141.51,1.53,52.5168,Int,21,1.369,1.1,24
18860,50383.1,1.37,48.7656,Int,24,1.564,0.838,24
18860,50383.53,1.82,48.7656,Int,23,1.467,1.074,24
18930,50532.02,9.33,90.0288,Ext,15,1.173,3.692,24
19020,50705.42,1.65,157.5504,Int,20,1.662,1.231,24
19320,51305.65,0.21,146.2968,Ext,28,0.88,0.838,24
19560,51804.2,15.11,67.5216,Ext,10,0.685,1.65,24
19640,51956.19,5.86,82.5264,Int,12,0.685,1.022,24
19640,51962.32,11.97,86.2776,Int,13,0.587,0.943,24
19640,51962.65,12.32,86.2776,Int,22,0.782,0.812,24
19640,51963.01,12.68,86.2776,Int,16,0.88,1.1,24
19640,51963.29,12.96,78.7752,Int,15,0.782,1.1,24
19720,52104.81,5.56,116.2872,Ext,22,0.782,1.048,24
19720,52104.89,5.64,123.7896,Ext,10,0.978,1.231,24
19790,52242.97,2.53,131.292,Ext,11,1.662,2.906,24
19790,52255.73,15.32,146.2968,Int,10,1.662,0.838,24
19990,52643.57,0.15,60.0192,Ext,20,1.076,1.1,24
20020,52705.51,1.67,3.7512,Int,20,1.369,1.074,24
20590,53809.76,0.99,142.5456,Ext,13,0.685,1.074,24
20640,53928.98,19.62,123.7896,Ext,15,0.88,1.048,24
21010,54963.39,18.33,131.292,Ext,13,0.978,1.833,24
21230,55734.47,19.28,105.0336,Ext,10,0.978,4.739,24
21230,55736.35,21.11,97.5312,Ext,10,1.662,6.1,24
21310,55928.78,2.92,67.5216,Ext,14,1.076,1.048,24
21330,55961.32,3.8,120.0384,Ext,12,0.978,0.838,24
21450,56418.54,2.07,82.5264,Ext,10,1.076,6.415,24
21450,56418.58,2.1,97.5312,Ext,10,1.076,3.954,24
21450,56418.91,2.44,67.5216,Ext,12,1.076,2.828,24
21580,56941.78,38.92,105.0336,Ext,11,1.564,1.545,24
21590,56944.05,0.44,138.7944,Ext,11,0.978,1.859,24
21590,56944.2,0.55,105.0336,Ext,11,1.271,1.074,24
21890,58161.84,39.69,67.5216,Ext,13,1.662,1.1,24
21960,58397.45,0.86,123.7896,Ext,10,1.271,3.666,24
21960,58397.52,0.92,93.78,Ext,19,2.346,11.808,24
22070,58833.2,0.23,93.78,Ext,21,2.151,7.095,24
22070,58833.49,0.5,90.0288,Ext,16,0.978,1.074,24
22070,58833.85,0.85,101.2824,Ext,14,0.88,1.336,24
22070,58833.93,0.88,90.0288,Ext,19,2.444,12.855,24
22070,58871.71,38.76,93.78,Ext,10,2.835,13.117,24
22130,59076.3,0.35,75.024,Ext,10,1.076,1.152,24
22130,59076.83,0.94,78.7752,Ext,10,2.835,7.095,24
22140,59116.93,0.23,82.5264,Ext,20,1.76,8.43,24
22140,59117.12,0.42,105.0336,Ext,12,1.564,5.524,24
22140,59117.25,0.54,82.5264,Ext,10,0.782,2.016,24
22140,59117.3,0.59,63.7704,Ext,13,1.467,1.1,24
22140,59117.59,0.86,127.5408,Ext,19,1.76,6.833,24
22140,59117.64,0.86,97.5312,Ext,14,3.226,18.824,24
22300,59736.37,12.81,123.7896,Int,10,1.369,1.99,24
22380,60084.41,39.53,67.5216,Ext,13,1.271,1.597,24
22460,60387.27,27.9,90.0288,Ext,14,1.173,1.048,24
23070,62679.32,39.6,67.5216,Ext,19,1.173,0.864,24
23360,63833.09,34.56,82.5264,Ext,12,0.685,0.76,24
23730,65113.8,7.89,120.0384,Ext,18,0.978,0.76,24
23830,65430.19,4.04,108.7848,Int,11,0.489,0.812,24
23830,65430.47,4.32,112.536,Int,12,2.933,4.085,24
23830,65430.62,4.42,78.7752,Int,13,1.955,1.728,24
23830,65430.91,4.76,112.536,Int,11,0.685,1.545,24
23830,65430.99,4.82,78.7752,Int,20,0.489,0.498,24
23830,65431.11,4.95,75.024,Int,11,0.489,1.022,24
23830,65431.15,5,82.5264,Int,10,0.489,1.179,24
23830,65431.32,5.11,112.536,Int,13,1.955,7.854,24
23830,65431.43,5.28,67.5216,Int,10,1.076,2.645,24
23830,65431.55,5.4,75.024,Int,12,0.587,0.76,24
23830,65431.58,5.43,116.2872,Int,10,0.978,0.681,24
23830,65431.62,5.47,67.5216,Int,10,0.782,1.309,24
23830,65431.96,5.8,78.7752,Int,12,0.391,1.833,24
23830,65432.08,5.93,78.7752,Int,14,0.88,0.55,24
23830,65432.16,5.95,116.2872,Int,12,2.053,5.524,24
23830,65432.33,6.16,78.7752,Int,12,0.489,1.048,24
23830,65432.43,6.27,120.0384,Int,11,0.685,0.707,24
23830,65432.73,6.52,78.7752,Int,10,1.76,2.383,24
23830,65432.68,6.53,123.7896,Int,12,0.489,0.786,24
23830,65432.73,6.6,108.7848,Int,10,1.271,0.943,24
23830,65432.83,6.76,112.536,Int,19,2.64,2.906,24
23830,65433.02,6.99,78.7752,Int,15,4.986,8.666,24
23830,65433.35,7.18,112.536,Int,10,0.685,0.734,24
23830,65433.76,7.61,105.0336,Int,15,0.685,0.55,24
23830,65434.04,7.87,78.7752,Int,10,0.489,1.571,24
23830,65434.23,8.08,112.536,Int,20,1.858,5.551,24
23830,65434.57,8.41,78.7752,Int,12,0.782,1.048,24
23860,65570.88,38.22,18.756,Int,14,1.858,0.891,24
23860,65572.19,39.53,11.2536,Int,13,2.737,4.713,24
23930,65852.8,37.58,176.3064,Int,10,1.076,1.074,24
23930,65853.03,37.81,161.3016,Int,18,2.346,5.524,24
23930,65854.31,38.73,153.7992,Int,20,9.873,12.41,24
23930,65854.46,39.18,3.7512,Int,10,1.564,1.624,24
23930,65854.76,39.5,153.7992,Int,10,1.076,2.645,24
23930,65854.73,39.56,172.5552,Int,19,4.888,6.833,24
23930,65854.93,39.69,150.048,Int,12,0.489,0.943,24
23930,65855.1,39.84,157.5504,Int,14,0.88,1.571,24
23930,65855.28,40.03,3.7512,Int,20,2.151,4.189,24
23930,65855.67,40.36,161.3016,Int,16,3.813,11.022,24
24060,66101.67,1.49,150.048,Int,16,4.008,2.933,24
24060,66102.11,1.89,146.2968,Int,20,2.737,7.121,24
24060,66102.5,2.24,176.3064,Int,10,1.76,5.263,24
24060,66134.14,33.82,180.0576,Int,10,0.978,0.524,24
24070,66142.89,1.78,52.5168,Int,10,2.346,11.808,24
24070,66144.96,3.81,56.268,Int,13,1.564,1.571,24
24070,66145.27,3.98,33.7608,Int,15,4.986,4.739,24
24070,66145.21,4.06,60.0192,Int,12,2.542,4.215,24
24070,66147.53,6.37,37.512,Int,33,2.053,0.786,24
24070,66147.78,6.61,37.512,Int,25,1.662,2.383,24
24070,66147.81,6.62,56.268,Int,10,1.76,2.383,24
24070,66175.92,34.7,71.2728,Int,20,1.76,3.168,24
24070,66176.06,34.9,71.2728,Int,13,0.489,0.734,24
24070,66176.42,35.17,71.2728,Int,12,2.737,1.885,24
24070,66176.4,35.26,63.7704,Int,10,0.978,0.629,24
24070,66177.02,35.82,67.5216,Int,20,4.595,4.215,24
24070,66178.66,37.49,60.0192,Int,10,1.271,0.576,24
24070,66178.89,37.72,56.268,Int,10,0.685,0.734,24
24070,66179.31,38.15,45.0144,Int,12,0.685,0.524,24
24070,66179.34,38.17,48.7656,Int,20,0.489,0.472,24
24070,66179.52,38.29,56.268,Int,14,4.888,2.488,24
24070,66179.51,38.33,48.7656,Int,10,0.88,0.498,24
24070,66179.69,38.51,48.7656,Int,11,0.782,0.524,24
24080,66182.82,1.09,60.0192,Ext,10,1.662,9.713,24
24080,66185.71,3.92,67.5216,Ext,21,1.955,5.551,24
24080,66194.99,13.21,78.7752,Ext,15,2.151,7.462,24
24080,66197.62,15.9,93.78,Ext,10,1.271,0.629,24
24080,66200.16,18.38,48.7656,Ext,10,0.88,1.781,24
24080,66202.14,20.4,120.0384,Ext,13,0.489,0.812,24
24080,66204.47,22.69,56.268,Ext,13,1.271,2.645,24
24090,66213.63,7.61,48.7656,Ext,22,2.151,2.906,24
24090,66213.94,7.93,33.7608,Ext,13,2.444,2.645,24
24090,66214,7.94,45.0144,Ext,12,0.685,0.655,24
24090,66214.43,8.37,48.7656,Ext,10,0.978,1.938,24
24090,66214.82,8.76,45.0144,Ext,13,0.88,1.388,24
24100,66246.27,0.11,30.0096,Int,20,2.737,10.76,24
24100,66246.72,0.61,22.5072,Int,14,3.91,2.723,24
24100,66246.92,0.72,45.0144,Int,12,2.346,1.833,24
24100,66246.95,0.72,37.512,Int,10,0.88,1.571,24
24100,66247.09,0.86,11.2536,Int,10,0.782,0.917,24
24100,66247.31,1.09,11.2536,Int,13,1.662,1.152,24
24100,66247.87,1.79,180.0576,Int,17,4.888,6.1,24
24100,66248.05,1.84,18.756,Int,14,1.955,6.31,24
24100,66248.21,1.99,37.512,Int,10,1.467,1.624,24
24100,66248.85,2.7,180.0576,Int,14,3.715,5.263,24
24100,66254.7,8.46,11.2536,Int,11,1.369,0.707,24
24100,66256.09,9.89,26.2584,Int,10,3.324,1.859,24
24100,66256.9,10.61,26.2584,Int,10,4.106,0.734,24
24210,66626.6,5.69,101.2824,Int,16,0.587,0.629,24
24210,66627.77,6.86,60.0192,Int,10,0.587,0.891,24
24210,66659.65,38.73,60.0192,Int,14,1.564,14.164,24
24330,66910.08,13.32,67.5216,Ext,18,0.978,0.734,24
24340,66917.92,1.03,82.5264,Int,23,1.076,0.864,24
24340,66918.24,1.35,93.78,Int,10,1.467,3.692,24
24340,66919.43,2.55,90.0288,Int,10,1.369,0.995,24
24380,67016.99,19.65,26.2584,Ext,15,0.978,0.681,24
24450,67138.28,0.14,18.756,Ext,48,1.173,2.435,24
24460,67162.45,4.19,176.3064,Ext,19,1.076,1.362,24
24530,67315.01,16.1,48.7656,Int,15,1.271,1.126,24
24600,67440.79,0.82,176.3064,Ext,22,2.737,2.618,24
24660,67569.47,8.68,82.5264,Ext,15,1.271,1.309,24
24660,67576.11,15.33,82.5264,Ext,22,1.76,2.121,24
24700,67649.65,8.22,37.512,Ext,20,1.369,1.597,24
25030,68293.8,11.63,90.0288,Ext,11,1.076,0.707,24
25050,68342.23,19.98,90.0288,Ext,15,2.346,1.074,24
25190,68618.59,15.32,15.0048,Int,26,0.685,0.734,24
25210,68646.49,3.06,105.0336,Ext,12,1.076,1.467,24
25250,68738.53,15.01,93.78,Ext,10,0.782,2.2,24
25300,68837.22,13.19,15.0048,Ext,10,0.978,1.152,24
25380,68976.74,9.56,67.5216,Ext,21,1.076,1.362,24
25550,69319.84,10.79,93.78,Ext,10,0.88,1.1,24
25550,69328.54,19.48,90.0288,Ext,12,0.88,1.414,24
25560,69329.36,0.17,93.78,Ext,28,1.076,0.864,24
25560,69339.81,10.62,90.0288,Ext,10,0.978,0.812,24
25570,69350.41,1.08,90.0288,Ext,10,0.587,1.074,24
25570,69352.26,2.93,90.0288,Ext,12,0.587,0.55,24
25580,69378.76,9.32,101.2824,Ext,10,1.076,1.65,24
25580,69380.33,10.88,105.0336,Ext,20,0.391,1.283,24
25580,69383.52,14.07,82.5264,Ext,10,0.978,1.022,24
25610,69449.66,19.82,97.5312,Ext,26,1.76,1.152,24
25720,69664.98,14.02,33.7608,Int,16,0.685,0.603,24
25720,69668.21,17.28,30.0096,Int,12,0.88,0.472,24
26060,70352.48,17.5,172.5552,Int,15,0.88,0.786,24
26090,70400.82,5.39,131.292,Ext,17,1.076,1.859,24
26090,70403.25,7.82,22.5072,Ext,13,1.858,1.571,24
26140,70498.04,1.78,82.5264,Int,10,1.955,2.383,24
26250,70719.19,1.38,75.024,Int,10,2.053,2.252,24
26270,70763.14,5.02,71.2728,Int,10,1.564,3.954,24
26270,70763.58,5.47,101.2824,Int,14,0.978,1.624,24
26270,70763.75,5.63,120.0384,Int,13,1.369,2.252,24
26410,71019.54,0.21,138.7944,Ext,15,0.685,1.519,24
26410,71019.65,0.34,127.5408,Ext,18,1.564,0.943,24
26420,71049.79,10.35,93.78,Ext,11,0.88,1.074,24
26480,71179.61,19.88,172.5552,Ext,26,0.88,0.864,24
26490,71197.71,17.97,157.5504,Ext,10,2.933,5.001,24
26600,71412.91,11.3,108.7848,Int,10,1.271,1.126,24
26640,71486.69,4.29,18.756,Int,11,0.685,0.786,24
27180,72526.35,14.26,157.5504,Ext,10,1.271,2.357,24
27230,72623.28,10.17,112.536,Ext,10,1.564,4.477,24
27410,72991.09,15.46,18.756,Ext,10,1.076,0.681,24
27410,72991.99,16.36,180.0576,Ext,12,0.782,0.55,24
27420,72997.09,1.25,30.0096,Int,21,0.685,0.995,24
27430,73020.11,4.12,165.0528,Ext,10,0.88,0.943,24
27460,73085.55,8.97,7.5024,Ext,13,0.782,0.786,24
27490,73141.19,4.17,90.0288,Ext,10,1.467,2.933,24
27510,73165.6,1.5,86.2776,Ext,10,1.564,2.278,24
27510,73165.79,1.71,78.7752,Ext,10,1.564,1.885,24
27520,73186.89,9.26,172.5552,Ext,16,0.391,0.812,24
27740,73387.69,3.44,101.2824,Ext,10,1.076,5.524,24
27770,73425.69,7.66,26.2584,Ext,12,0.587,0.969,24
27770,73425.9,7.86,86.2776,Ext,10,0.782,0.969,24
27770,73426.85,8.81,150.048,Ext,10,0.782,2.095,24
27800,73442.07,3.28,86.2776,Ext,14,0.587,1.309,24
27800,73442.23,3.44,101.2824,Ext,10,1.173,1.022,24
27800,73442.24,3.48,86.2776,Ext,10,1.271,1.022,24
27800,73443.08,4.31,101.2824,Ext,10,1.271,1.152,24
27800,73443.13,4.34,86.2776,Ext,10,1.369,1.022,24
27800,73443.35,4.56,101.2824,Ext,10,0.978,1.833,24
27800,73444.16,5.38,86.2776,Ext,12,0.782,1.048,24
27800,73444.17,5.39,71.2728,Ext,10,1.173,3.168,24
27800,73444.65,5.84,71.2728,Ext,10,1.467,5.524,24
27800,73446.03,7.26,86.2776,Ext,10,0.782,1.467,24
27800,73449.46,10.68,101.2824,Ext,12,1.564,1.179,24
27800,73449.93,11.15,101.2824,Ext,10,0.88,1.022,24
27820,73493.9,15.36,101.2824,Ext,10,1.858,2.016,24
27830,73507.24,8.66,157.5504,Ext,13,0.587,1.048,24
27860,73540.56,7.48,7.5024,Ext,10,0.88,1.126,24
27870,73569.56,16.29,56.268,Ext,11,1.173,1.1,24
27880,73590.39,16.98,18.756,Ext,24,1.662,1.048,24
28040,73863.24,2.17,123.7896,Ext,11,0.978,1.467,24
28040,73864.2,3.13,112.536,Ext,10,0.782,0.707,24
28040,73868.72,7.66,120.0384,Ext,10,1.369,1.257,24
28050,73896.6,15.62,30.0096,Int,10,0.978,0.995,24
28050,73896.68,15.71,18.756,Int,10,1.467,5.524,24
28050,73896.93,15.93,30.0096,Int,14,1.076,2.121,24
28050,73897.35,16.36,30.0096,Int,10,0.978,4.215,24
28050,73900.72,19.74,93.78,Ext,10,1.271,1.257,24
28050,73900.93,19.95,86.2776,Ext,21,1.271,1.1,24
28060,73901.34,0.32,93.78,Ext,12,1.173,0.995,24
28100,73981.77,0.19,138.7944,Ext,13,0.587,1.074,24
28170,74129.33,6.7,93.78,Ext,13,0.685,1.074,24
28170,74129.87,7.24,86.2776,Ext,18,0.782,1.048,24
28170,74130.14,7.51,82.5264,Ext,15,0.88,1.283,24
28170,74130.37,7.72,97.5312,Ext,12,1.858,4.215,24
28170,74131.07,8.46,93.78,Ext,10,0.978,1.833,24
28170,74131.15,8.52,90.0288,Ext,15,0.782,1.074,24
28170,74131.48,8.85,93.78,Ext,10,0.587,0.969,24
28170,74131.58,8.95,86.2776,Ext,10,0.782,1.44,24
29220,77083.97,35.41,86.2776,Int,10,1.369,1.467,24
29920,79859.29,20.93,93.78,Ext,10,1.076,0.995,24
29920,79859.64,21.27,108.7848,Ext,10,1.662,3.404,24
30020,80237.66,22.65,90.0288,Ext,13,1.271,3.954,24
30450,81972.55,40.42,82.5264,Ext,10,1.76,6.048,24
30450,81972.77,40.68,82.5264,Ext,14,1.271,1.074,24
30950,83825.74,23.06,7.5024,Ext,10,1.662,2.461,24
30950,83825.79,23.11,142.5456,Ext,10,1.467,3.954,24
30950,83831.4,28.71,7.5024,Ext,10,1.467,1.571,24
31130,84547.9,38.85,11.2536,Ext,11,0.978,1.336,24
31190,84780.17,37.93,90.0288,Ext,16,0.685,1.545,24
31230,84934.89,32.74,90.0288,Int,10,0.88,1.257,24
31230,84934.96,32.79,97.5312,Int,11,0.685,0.707,24
31330,85295.4,7.72,142.5456,Ext,24,3.031,1.1,24
31330,85322.4,34.72,97.5312,Ext,27,2.151,5.027,24
31330,85322.9,35.16,101.2824,Ext,10,0.978,1.781,24
31330,85323.17,35.42,97.5312,Ext,10,1.662,3.43,24
31350,85400.21,32.56,97.5312,Ext,10,1.076,2.069,24
31350,85400.36,32.73,97.5312,Ext,18,0.587,0.76,24
31350,85400.53,32.93,97.5312,Ext,16,0.978,0.891,24
31350,85400.7,33.1,101.2824,Ext,21,1.564,6.074,24
32110,88268.43,28.43,60.0192,Ext,17,1.271,1.362,24
32110,88268.8,28.76,127.5408,Ext,10,1.564,2.2,24
32110,88268.83,28.79,112.536,Ext,12,1.662,2.645,24
32140,88305.8,25.94,60.0192,Ext,10,1.173,2.043,24
32170,88439.43,39.74,138.7944,Ext,15,3.324,5.524,24
32200,88521.39,1.88,101.2824,Ext,16,1.955,2.828,24
32210,88578.52,19.11,52.5168,Ext,11,0.782,0.943,24
32410,89366.2,17.54,7.5024,Ext,20,0.88,0.917,24
32430,89429.19,0.94,112.536,Ext,19,1.467,4.661,24
32430,89436.78,8.54,90.0288,Ext,13,1.467,1.205,24
32430,89439.93,11.68,112.536,Ext,16,0.489,0.891,24
32430,89441.73,13.49,78.7752,Ext,14,0.88,0.734,24
32430,89442.3,14.06,90.0288,Ext,25,0.685,0.786,24
32430,89442.44,14.19,90.0288,Ext,24,0.685,1.309,24
32550,89887.93,39.79,75.024,Ext,15,1.076,1.336,24
32590,90020.58,12.72,30.0096,Int,17,0.587,0.629,24
32720,90503.81,11.14,127.5408,Ext,14,0.685,0.76,24
32740,90603.91,31.37,101.2824,Ext,17,1.662,3.954,24
32740,90603.93,31.39,71.2728,Ext,13,2.444,10.499,24
32840,90947.06,4.98,90.0288,Ext,15,0.489,0.655,24
33000,91299.3,5.02,172.5552,Int,28,0.685,0.812,24
33510,92250.17,5.16,108.7848,Ext,17,1.467,0.943,24
33600,92446.9,20.11,172.5552,Ext,21,1.076,1.388,24
33600,92446.93,20.16,78.7752,Ext,12,0.587,1.257,24
33720,92689.21,19.96,176.3064,Ext,14,0.685,1.074,24
33760,92770.07,20.01,165.0528,Ext,16,1.076,1.1,24
33880,93007.93,15.66,90.0288,Int,11,2.542,3.692,24
33880,93008.81,16.45,86.2776,Int,10,1.858,3.168,24
33980,93211.24,17.77,33.7608,Int,11,1.076,0.603,24
34280,93798.32,19.79,90.0288,Ext,11,0.685,1.781,24
34280,93798.57,20.05,86.2776,Ext,14,0.88,1.1,24
34370,93960.07,0.17,78.7752,Ext,26,0.88,1.1,24
34380,94000.04,20,168.804,Int,48,1.076,1.074,24
34440,94118.38,19.21,112.536,Ext,11,0.782,1.309,24
34530,94287.59,7.29,150.048,Ext,10,0.685,2.331,24
34530,94296.75,16.44,93.78,Ext,10,1.76,2.802,24
34540,94318.62,19.94,37.512,Ext,11,0.782,1.309,24
34550,94323.45,4.59,48.7656,Int,11,1.271,1.807,24
34560,94345.38,6.39,90.0288,Int,10,2.444,4.215,24
34570,94360.06,0.94,33.7608,Ext,15,0.88,1.074,24
34670,94555.93,1.36,101.2824,Ext,10,1.369,2.514,24
34690,94610.53,15.49,135.0432,Ext,10,0.88,0.891,24
34700,94634.83,19.72,3.7512,Ext,16,0.685,0.969,24
35190,95951.41,15.82,123.7896,Ext,15,1.173,1.205,24
35190,95953.68,18.09,82.5264,Ext,38,0.978,0.838,24
35380,96724.1,32.12,93.78,Ext,11,1.173,0.629,24
35500,97192.25,20.9,93.78,Int,10,0.782,1.048,24
35770,98195.54,30.19,82.5264,Ext,10,0.978,1.152,24
35770,98195.87,30.5,86.2776,Ext,12,0.489,0.891,24
35800,98311.73,26.48,86.2776,Ext,11,1.076,1.859,24
35800,98320.96,35.72,150.048,Ext,15,0.685,0.55,24
35800,98323.46,38.2,101.2824,Ext,17,0.978,1.309,24
35800,98323.68,38.44,78.7752,Ext,10,0.88,0.629,24
35810,98326.44,1.3,105.0336,Ext,13,0.88,0.629,24
35810,98327.47,2.34,78.7752,Ext,10,1.076,1.414,24
35810,98328.32,3.18,71.2728,Ext,19,0.782,0.707,24
35810,98329.73,4.59,93.78,Ext,17,1.173,0.995,24
35820,98367.92,2.83,90.0288,Ext,10,0.685,0.891,24
35820,98368.13,3.04,90.0288,Ext,14,0.587,0.734,24
35820,98372.62,7.54,112.536,Ext,12,1.467,2.88,24
35820,98372.83,7.85,112.536,Ext,16,3.813,5.655,24
35820,98378.82,13.73,82.5264,Ext,15,0.685,0.891,24
35950,98891.92,27.37,71.2728,Ext,12,0.685,0.943,24
35990,99040.69,16.34,131.292,Ext,10,1.076,0.969,24
36180,99746.85,14.62,67.5216,Ext,10,1.564,2.173,24
36180,99747.2,14.9,67.5216,Ext,14,1.662,5.001,24
36620,101451.4,2.13,97.5312,Ext,10,0.978,1.676,24
36860,102046.31,5.34,90.0288,Ext,10,1.369,0.838,24
37710,103711.63,20,33.7608,Ext,23,1.076,1.1,24
37730,103751.81,19.94,56.268,Ext,33,0.978,1.074,24
37750,103792.22,20.1,105.0336,Ext,22,0.587,0.838,24
37890,104254.62,39.33,67.5216,Ext,10,0.782,2.226,24
38050,104852.23,39.03,127.5408,Ext,17,1.76,0.76,24
38150,105194.15,0.46,101.2824,Ext,17,0.685,0.812,24
38230,105387.92,24.51,86.2776,Ext,10,0.782,2.88,22
38230,105398.14,34.75,93.78,Ext,10,0.978,4.248,22
38230,105398.21,34.82,105.0336,Ext,11,0.782,4.344,22
38230,105400.98,37.59,86.2776,Ext,10,1.173,2.376,22
38230,105401.07,37.66,101.2824,Ext,10,1.564,2.208,22
38240,105405.81,2.66,86.2776,Ext,22,2.249,1.008,22
38240,105405.85,2.71,97.5312,Ext,10,3.324,2.928,22
